Authors,Reference,Year published,Report type,Country of study,Ocean,Region,Study type,Years of data,Focus species Common Name,Other Species,"Life stage studied (Adult, Juvenile, Larval, Egg)",Temperature information recorded,Depth distribution information was recorded,Role in ecosystem: Predator species identified,Role in ecosystem: Prey species identified,Sampling gear used,Hydroacoustic frequency,StockStructure,Distribution_DataType,Distribution_DistributionHabitatUse,GrowthLifeHistory_MassOrSize,GrowthLifeHistory_Condition,GrowthLifeHistory_Foraging,GrowthLifeHistory_Other,Survival_Survival&Mortality,Performance_Stress,Performance_Energy,Performance_Swimming,Performance_Other,Migration_Spawning,Migration_Other,Reproduction_Maturation,Reproduction_Spawning,Reproduction_EggAbundance,Reproduction_EggSizeOrWeight,Reproduction_Fecundity,Reproduction_Other,Productivity_BiomassOrAbundance,Productivity_Recruitment,Productivity_Other,URL,DFO_Region,,,,
"Bowen, W.D., Carter, P., and Hammill, M.","Bowen, W.D., Carter, P., and Hammill, M. 2011. Estimated grey seal diets near Sable Island derived from fecal samples: 1991 to 2010. TT - Estimation des regimes alimentaires des phoques gris pres de l’ile de Sable d’apres les echantillons de feces<U+202F>: 1991 a 2010. In Research document (Canadian Science Advisory Secretariat)/Document de recherche (Secretariat canadien de consultation scientifique). DFO, Ottawa, ON (Canada). Available from http://search.proquest.com.ezproxy.library.uvic.ca/docview/926889645?accountid=14846.",2011,organization report,Canada,Atlantic,Scotian Shelf (Divs. 4VWX),ecosystem,> 5 years,sand lances,no,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Brosset, P., Durant, J., Van Beveren, E., and Plourde, S.","Brosset, P., Durant, J., Van Beveren, E., and Plourde, S. 2019. Fish population growth in the Gulf of St Lawrence: effects of climate, fishing and predator abundance. Mar. Ecol. Prog. Ser. 624: 167–181. Inter-Research Science Center, Fisheries and Oceans Canada, Maurice Lamontagne Institute, Mont-Joli, Quebec G5H 3Z4, Canada<U+202F>; Centre for Ecological and Evolutionary Synthesis (CEES), Department of Biosciences, University of Oslo, PO Box 1066 Blindern, 0316 Oslo, Norway<U+202F>; Fisheries and. doi:10.3354/meps13029.",2019,journal paper,Canada,Atlantic,"Northern Gulf of St. Lawrence, Southern Gulf of St. Lawrence","ecosystem, stock assessment",> 5 years,Atlantic Herring,yes,"Juvenile, Adult",no,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,fisheries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,"temperature, ice, salinity, transport (currents, etc)",NA,QueGul,,,,
"Brosset, P., Durant, J., Van Beveren, E., and Plourde, S.","Brosset, P., Durant, J., Van Beveren, E., and Plourde, S. 2019. Fish population growth in the Gulf of St Lawrence: effects of climate, fishing and predator abundance. Mar. Ecol. Prog. Ser. 624: 167–181. Inter-Research Science Center, Fisheries and Oceans Canada, Maurice Lamontagne Institute, Mont-Joli, Quebec G5H 3Z4, Canada<U+202F>; Centre for Ecological and Evolutionary Synthesis (CEES), Department of Biosciences, University of Oslo, PO Box 1066 Blindern, 0316 Oslo, Norway<U+202F>; Fisheries and. doi:10.3354/meps13029.",2019,journal paper,Canada,Atlantic,"Northern Gulf of St. Lawrence, Southern Gulf of St. Lawrence","ecosystem, stock assessment",> 5 years,Atlantic Mackerel,yes,"Juvenile, Adult",no,no,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,fisheries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,"temperature, ice, salinity, transport (currents, etc), predators",NA,QueGul,,,,
"Campbell, J.S.","Campbell, J.S. 1973. Some characteristics of inshore spawning capelin. Reg. Rep., 1973 Newfoundl. Inshore Capelin Dev. Prog. 7: 10. Available from https://cat.fsl-bsf.scitech.gc.ca/record=b3854138~S1.",1973,organization report,Canada,Atlantic,"Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL), Southern Newfoundland (Divs. 3NOPs)",life history,1 year,Capelin,no,"Juvenile, Adult",no,no,yes,no,"pelagic trawl, other",NA,NA,NA,not linked to a pressure,not linked to a pressure,not linked to a pressure,NA,NA,not linked to a pressure,NA,NA,NA,NA,not linked to a pressure,NA,not linked to a pressure,"temperature, transport (currents, etc), other pressure",not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Duplisea, D., and Gregoire, F.","Duplisea, D., and Gregoire, F. 2014. A biomass limit reference point for NAFO subareas 3 and 4 Atlantic mackerel (Scomber scrombus). TT - Point de reference limite de la biomasse du maquereau bleu (Scomber scrombus) des sous-regions 3 et 4 de l’Organisation des peches de l’Atlantique Nord-O. In Research document (Canadian Science Advisory Secretariat)/Document de recherche (Secretariat canadien de consultation scientifique). DFO, Mont-Joli, PQ (Canada), [mailto:info@dfo-mpo.gc.ca], Ottawa. Available from https://www.proquest.com/docview/1642631346?accountid=27308.",2014,organization report,Canada,Atlantic,"Atlantic Canada (all 6 Eastern Canada regions included in study), Flemish Cap (Divis. 3M)",other,> 5 years,Atlantic Mackerel,no,Adult,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fisheries,density dependence,NA,NA,QueGul,,,,
"Lilly, G.R., and Osborne, D.R.","Lilly, G.R., and Osborne, D.R. 1984. Predation by Atlantic cod (Gadus morhua) on short-finned squid (Illex illecebrosus) off eastern Newfoundland and in the northeastern Gulf of St. Lawrence. Northwest Atlantic Fisheries Organization, Dartmouth, N.S U6 - ctx_ver=Z39.88-2004&ctx_enc=info%3Aofi%2Fenc%3AUTF-8&rfr_id=info%3Asid%2Fsummon.serialssolutions.com&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&rft.genre=book&rft.title=Predation+by+Atlantic+cod+%28Gadus+morhua%29+on+short-finned. Available from http://eprints.uni-kiel.de/33873/1/578.pdf.",1984,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,ecosystem,1 year,Capelin,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Lilly, G.R., and Osborne, D.R.","Lilly, G.R., and Osborne, D.R. 1984. Predation by Atlantic cod (Gadus morhua) on short-finned squid (Illex illecebrosus) off eastern Newfoundland and in the northeastern Gulf of St. Lawrence. Northwest Atlantic Fisheries Organization, Dartmouth, N.S U6 - ctx_ver=Z39.88-2004&ctx_enc=info%3Aofi%2Fenc%3AUTF-8&rfr_id=info%3Asid%2Fsummon.serialssolutions.com&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&rft.genre=book&rft.title=Predation+by+Atlantic+cod+%28Gadus+morhua%29+on+short-finned. Available from http://eprints.uni-kiel.de/33873/1/578.pdf.",1984,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,ecosystem,1 year,sand lances,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Stenson, G. B., & Perry, E.","Stenson, G. B., & Perry, E. (2001). Incorporating uncertainty into estimates of Atlantic cod, capelin and Arctic cod consumption by harp seals in NAFO Divisions 2J3KL. Can. Sci. Adv. Sec. Res. Doc. 2001/074. Retrieved from http://www.dfo-mpo.gc.ca/CSAS/Csas/DocREC/2001/RES2001_074e.pdf; https://waves-vagues.dfo-mpo.gc.ca/Library/261739.pdf",2001,organization report,Canada,Arctic,Greenland,ecosystem,> 5 years,Arctic Cod,yes,not specified,no,no,yes,no,predator,NA,NA,other,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Wheeler, J. P, Squires, B., Williams, P.","Wheeler, J. P, Squires, B., Williams, P. 2008 An assessment of Newfoundland east and south coast herring stocks to the spring of 2008. CSAS Research Doc 2008/070",2008,organization report,Canada,Atlantic,"Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL), Southern Newfoundland (Divs. 3NOPs)",stock assessment,< 5 years,Atlantic Herring,no,Adult,no,no,no,no,"purse seine, gillnets, other",NA,NA,"catch, standardized abundance",NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Bowen, W.D., and Harrison, G.","Bowen, W.D., and Harrison, G. 2007. Seasonal and interannual variability in grey seal diets on Sable Island, eastern Scotian Shelf. NAMMCO Sci. Publ. 6: 123–134. Population Ecology Division, Bedford Institute of Oceanography, Department of Fisheries and Oceans, Dartmouth, Nova Scotia Canada. Available from http://search.proquest.com.ezproxy.library.uvic.ca/docview/1846403090?accountid=14846.",2007,organization report,Canada,Atlantic,Scotian Shelf (Divs. 4VWX),ecosystem,> 5 years,sand lances,no,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
DFO,DFO. 2009. 2009 Assessment of 4VWX Herring. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2009/035.,2009,organization report,Canada,Atlantic,"Scotian Shelf (Divs. 4VWX), Bay of Fundy",stock assessment,< 5 years,Atlantic Herring,no,"Adult, Juvenile",no,no,no,no,"hydroacoustics, purse seine, gillnets, trap, weir",NA,NA,"standardized abundance, catch",NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hinds, L.","Hinds, L. 1974. Progress report III: Atlantic capelin fishery. Industrial Development Branch, Fisheries and Marine Service, Ottawa, Ontario. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/40903448.pdf.",1974,organization report,Canada,Atlantic,Southern Gulf of St. Lawrence,other,1 year,Atlantic Herring,yes,not specified,no,yes,no,no,"pelagic trawl, hydroacoustics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Hinds, L.","Hinds, L. 1974. Progress report III: Atlantic capelin fishery. Industrial Development Branch, Fisheries and Marine Service, Ottawa, Ontario. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/40903448.pdf.",1974,organization report,Canada,Atlantic,"Southern Gulf of St. Lawrence, Northern Gulf of St. Lawrence, Southern Newfoundland (Divs. 3NOPs)","stock assessment, distribution",1 year,Capelin,yes,"Juvenile, Adult",no,yes,no,no,"pelagic trawl, hydroacoustics",NA,NA,catch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Kerr, Q., Fuentes-Pardo, A.P., Kho, J., McDermid, J.L., and Ruzzante, D.E.","Kerr, Q., Fuentes-Pardo, A.P., Kho, J., McDermid, J.L., and Ruzzante, D.E. 2019. Temporal stability and assignment power of adaptively divergent genomic regions between herring ( Clupea harengus ) seasonal spawning aggregations. Ecol. Evol. 9(1): 500–510. Department of Biology Dalhousie University Halifax Nova Scotia Canada.<U+202F>; Marine Fish and Mammals Section, Fisheries and Oceans Canada Gulf Fisheries Centre Moncton New Brunswick Canada. doi:10.1002/ece3.4768.",2019,journal paper,Canada,Atlantic,"Southern Gulf of St. Lawrence, Scotian Shelf (Divs. 4VWX)",stock structure,> 5 years,Atlantic Herring,no,"Adult, Juvenile",no,no,no,no,not specified,NA,genetics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Lett, P.F.","Lett, P.F. 1980. A comparative study of the recruitment mechanisms of cod and mackerel, their interaction, and its implication for dual stock management. Available from https://www.proquest.com/docview/13556652?accountid=27308.",1980,organization report,Canada,Atlantic,Southern Gulf of St. Lawrence,"life history, ecosystem",> 5 years,Atlantic Mackerel,no,"Adult, Juvenile, Larval, Egg",yes,no,no,yes,"pelagic trawl, plankton net, bottom trawl, commercial bottom trawl, line and handline",NA,NA,standardized abundance,not linked to a pressure,density dependence,NA,NA,NA,fisheries,NA,NA,NA,NA,NA,NA,"other pressure, not linked to a pressure",not linked to a pressure,temperature,NA,NA,NA,"fisheries, density dependence, other pressure","temperature, density dependence",NA,NA,QueGul,,,,
National Marine Fisheries Service,"National Marine Fisheries Service. 1970. Fur seal investigations, 1968. In SPECIAL SCIENTIFIC REPORT-FISHERIES No.617. Washington, D.C. Available from https://www.proquest.com/docview/18568721?accountid=27308.",1970,organization report,USA,Pacific,"Washington, Oregon, or California, Alaska",ecosystem,1 year,Eulachon,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spo.nmfs.noaa.gov/sites/default/files/legacy-pdfs/SSRF617.pdf,Pacific,,,,
"Sameoto, D.","Sameoto, D. (1984). Review of current information on Arctic cod (Boreogadus saida (Lepechin)) and bibliography. Bedford Institute of Oceanography.",1984,organization report,Canada,Arctic,Nunavut,other,NA,Arctic Cod,no,"Adult, Juvenile",no,no,no,no,"gillnets, line and handline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Able, K.W., Bailey, R., Jacquaz, B., Vesin, J.P., and Leggett, W.C.","Able, K.W., Bailey, R., Jacquaz, B., Vesin, J.P., and Leggett, W.C. 1975. Aspects of the biology of capelin, Mallotus villosus, in the St. Lawrence estuary and northwestern Gulf. The Committee, Copenhagen U6. Available from http://www.ices.dk/sites/pub/CM Doccuments/1975/H/1975_H50.pdf.",1975,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,life history,< 5 years,Capelin,no,"Juvenile, Adult, Larval",yes,yes,yes,yes,"pelagic trawl, hydroacoustics, plankton net",NA,NA,NA,"not linked to a pressure, competitors",not linked to a pressure,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Blahm, T.H., and McConnell, R.J","Blahm, T.H., and McConnell, R.J. 1971. Mortality of adult eulachon (Thaleichthys pacificus) subjected to sudden increases in water temperature. Northwest. Sci. 45(3): 178–182. Bureau of Commercial Fisheries, Biological Laboratory, Natl. Mar. Fish. Serv., Biol. Lab., 2725 Montlake Boulevard East, Seattle, Wash., USA. Available from https://www.proquest.com/docview/1521374445?accountid=27308.",1971,journal paper,USA,Pacific,"Washington, Oregon, or California","performance, other",< 5 years,Eulachon,no,Adult,yes,no,no,no,dipnet,NA,NA,NA,NA,NA,NA,NA,NA,temperature,temperature,NA,temperature,NA,NA,NA,NA,temperature,NA,NA,temperature,NA,NA,NA,NA,https://www.webapps.nwfsc.noaa.gov/assets/2/9156_07102017_115918_Blahm.and.McConnell.1971-NWSci-45-3.pdf,Pacific,,,,
"Bowen, W.D., Tully, D., Boness, D.J., Bulheier, B.M., and Marshall, G.J.","Bowen, W.D., Tully, D., Boness, D.J., Bulheier, B.M., and Marshall, G.J. 2002. Prey-dependent foraging tactics and prey profitability in a marine mammal. Mar. Ecol. Prog. Ser. 244: 235–245. Marine Fish Division, Bedford Institute of Oceanography, Department of fisheries and Oceans, Dartmouth, NS B2Y 4A2 Canada, bowend@mar.dfo-mpo.gc.ca. Available from http://search.proquest.com.ezproxy.library.uvic.ca/docview/18900623?accountid=14846.",2002,journal paper,Canada,Atlantic,Scotian Shelf (Divs. 4VWX),ecosystem,< 5 years,sand lances,no,"Adult, Juvenile",yes,yes,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Brosset, P., Smith, A.D., Plourde, S., Castonguay, M., Lehoux, C., and Van Beveren, E.","Brosset, P., Smith, A.D., Plourde, S., Castonguay, M., Lehoux, C., and Van Beveren, E. 2020. A fine-scale multi-step approach to understand fish recruitment variability. Sci. Reports (Nature Publ. Group) 10(1): 16064. Nature Publishing Group, Fisheries and Oceans Canada, Maurice Lamontagne Institute, 850 Route de la Mer, Mont-Joli, QC, G5H 3Z4, Canada. pablo.brosset@gmail.com.<U+202F>; Fisheries and Oceans Canada, Maurice Lamontagne Institute, 850 Route de la Mer, Mont-Joli, QC, G5H 3Z4, Canada. doi:http://dx.doi.org/10.1038/s41598-020-73025-z.",2020,journal paper,Canada,Atlantic,Southern Gulf of St. Lawrence,"life history, ecosystem, distribution",> 5 years,Atlantic Mackerel,no,"Adult, Egg, Larval",yes,no,yes,yes,"plankton net, not specified",NA,NA,standardized abundance,"temperature, zooplankton (secondary productivity)",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"temperature, zooplankton (secondary productivity), density dependence",temperature,NA,NA,NA,not linked to a pressure,"temperature, zooplankton (secondary productivity), predators, density dependence",NA,NA,QueGul,,,,
"Iles, T. D., Power, M. J.","Iles, T. D., Power, M. J. 1984 Assessment of the 1983 4WX herring fishery CAFSAC Research Document 84/72",1984,organization report,Canada,Atlantic,"Scotian Shelf (Divs. 4VWX), Bay of Fundy",stock assessment,1 year,Atlantic Herring,no,"Adult, Juvenile, Larval",no,no,no,no,"purse seine, weir, gillnets, trap",NA,NA,"catch, standardized abundance",NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Lear, W.","Lear, W. (1983). Underwater World: Arctic Cod. Ottawa, Ontario<U+202F>: Communications Branch, Department of Fisheries and Oceans, 1983. Retrieved from https://science-catalogue.canada.ca/record=4069582~S6",1983,book chapter,Canada,Arctic,"Greenland, Hudson Bay, Baffin Bay, Davis Strait, Beaufort Sea, Alaska",life history,NA,Arctic Cod,no,not specified,no,no,yes,yes,"gillnets, trap, bottom trawl, dipnet, gillnets, line and handline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Lock, A.R.","Lock, A.R. 1987. Recent Increases in the Breeding Population of Black-legged Kittiwakes, Rissa tridactyla, in Nova Scotia. Can. Field-Naturalist 101(3): 331–334. Can. Wildl. Serv., Bedford Inst. Oceanogr., P.O. Box 1006, Dartmouth, N.S. B2Y 4A2, Canada. Available from https://search.proquest.com/docview/14912160?pq-origsite=summon.",1987,journal paper,Canada,Atlantic,Scotian Shelf (Divs. 4VWX),ecosystem,1 year,sand lances,no,not specified,no,no,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"McDermid, J.L., Swain, D.P., Turcotte, F., Robichaud, S.A., and Surette, T.","McDermid, J.L., Swain, D.P., Turcotte, F., Robichaud, S.A., and Surette, T. 2018. Assessment of the NAFO Division 4T southern Gulf of St. Lawrence Atlantic herring (Clupea harengus) in 2016 and 2017 TT - Évaluation des stocks de hareng de l’Atlantique (Clupea harengus) de la division 4T de l’OPANO dans le sud du golfe du Saint-Laurent. In DFO - Canadian Science Advisory Secretariat. Research Document. Fisheries and Oceans Canada, Ottawa ON. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/40736489.pdf.",2018,organization report,Canada,Atlantic,Southern Gulf of St. Lawrence,"stock assessment, distribution, TEK or LEK",> 5 years,Atlantic Herring,no,"Adult, Juvenile",no,no,no,no,"gillnets, purse seine, hydroacoustics, bottom trawl, pelagic trawl, other",120,NA,"standardized biomass , CPUE , catch, age",not linked to a pressure,not linked to a pressure,NA,NA,NA,fisheries,NA,NA,NA,NA,not linked to a pressure,NA,not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,fisheries,not linked to a pressure,NA,NA,QueGul,,,,
"Bowen, W.D., and Harrison, G.D.","Bowen, W.D., and Harrison, G.D. 1994. OFFSHORE DIET OF GREY SEALS HALICHOERUS-GRYPUS NEAR SABLE ISLAND, CANADA. Mar. Ecol. Prog. Ser. 112(1–2): 1–11. Inter-Research. doi:10.3354/meps112001.",1994,journal paper,Canada,Atlantic,Scotian Shelf (Divs. 4VWX),ecosystem,< 5 years,sand lances,no,not specified,no,no,yes,no,predator,NA,NA,NA,NA,not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Candy, J.R., Campbell, N.R., Grinnell, M.H., Beacham, T.D., Larson, W.A., and Narum, S.R.","Candy, J.R., Campbell, N.R., Grinnell, M.H., Beacham, T.D., Larson, W.A., and Narum, S.R. 2015. Population differentiation determined from putative neutral and divergent adaptive genetic markers in Eulachon (Thaleichthys pacificus, Osmeridae), an anadromous Pacific smelt. Mol. Ecol. Resour. 15(6): 1421–1434. Fisheries and Oceans Canada, Pacific Biological Station, 3190 Hammond Bay Road, Nanaimo, BC, V9T 6N7, Canada.<U+202F>; Columbia River Inter-Tribal Fish Commission, 3059-F National Fish Hatchery Road, Hagerman, ID, 83332, USA.<U+202F>; School of Aquatic and Fishery Scie. doi:http://dx.doi.org/10.1111/1755-0998.12400.",2015,journal paper,"Canada, USA",Pacific,"BC, Alaska, Washington, Oregon, or California","stock structure, distribution",> 5 years,Eulachon,no,"Adult, Juvenile, Larval",no,no,no,no,not specified,NA,genetics,DNA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,https://onlinelibrary.wiley.com/doi/10.1111/1755-0998.12400,Pacific,,,,
"Couillard, C.M., Ouellet, P., Verreault, G., Senneville, S., St-Onge-Drouin, S., and Lefaivre, D.","Couillard, C.M., Ouellet, P., Verreault, G., Senneville, S., St-Onge-Drouin, S., and Lefaivre, D. 2017. Effect of Decadal Changes in Freshwater Flows and Temperature on the Larvae of two Forage Fish Species in Coastal Nurseries of the St. Lawrence Estuary. Estuaries and Coasts 40(1): 268–285. Springer Science+Business Media, Van Godewijckstraat 30 Dordrecht 3311 GX Netherlands, Fisheries and Oceans Canada, Mont-Joli, QC, Canada, Catherine.Couillard@dfo-mpo.gc.ca. doi:10.1007/s12237-016-0144-7.",2017,journal paper,Canada,Atlantic,Northern Gulf of St. Lawrence,"life history, ecosystem",> 5 years,Atlantic Herring,yes,Larval,yes,no,no,no,plankton net,NA,NA,standardized abundance,"transport (currents, etc)",temperature,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"temperature, transport (currents, etc), ice",NA,QueGul,,,,
"Dutil, J.-D., and Coutu, J.-M.","Dutil, J.-D., and Coutu, J.-M. 1988. Early marine life of Atlantic salmon, Salmo salar , postsmolts in the northern Gulf of St. Lawrence. Fish. Bull. 86(2): 197–212. Minist. Peches et Oceans, 850 route de la Mer, C.P. 1000, Mont-Joli, Que. G5H 3Z4, Canada. Available from https://spo.nmfs.noaa.gov/content/early-marine-life-atlantic-salmon-salmo-salar-postsmolts-northern-gulf-st-lawrence.",1988,journal paper,Canada,Atlantic,Northern Gulf of St. Lawrence,ecosystem,< 5 years,Capelin,yes,not specified,yes,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
